file_id,change_type,section_id,xml_path,old_content,new_content,approved
chapter4_visualization,MODIFY,chapter4_visualization,/,"Data Visualization and Reporting  Design Team  1.0  59-78  Effective data visualization transforms complex datasets into understandable and actionable insights. The right visual representation can reveal patterns that might otherwise remain hidden in raw data.  Used for comparing categories or showing changes over time  Keep bars proportional and start y-axis at zero  Shows relationships between two continuous variables  Include trend lines when appropriate  Displays data density or correlation matrices  Use intuitive color scales  When creating visualizations, always consider your audience and the story you want to tell. Avoid chartjunk and unnecessary decorative elements that can distract from the core message.  Arial  12  1.5","Data Visualization and Interactive Reporting  Design Team  1.1  59-78  Effective data visualization transforms complex datasets into understandable and actionable insights. The right visual representation can reveal patterns that might otherwise remain hidden in raw data.  Used for comparing categories or showing changes over time  Keep bars proportional and start y-axis at zero when appropriate  Shows relationships between two continuous variables  Include trend lines and confidence intervals when appropriate  Displays data density or correlation matrices  Use intuitive color scales with proper legends  Interactive multi-panel displays for comprehensive analysis  Maintain consistent styling and logical layout  When creating visualizations, always consider your audience and the story you want to tell. Avoid chartjunk and unnecessary decorative elements that can distract from the core message.  Arial  12  1.5","approved,rejected,pending"
chapter4_visualization,MODIFY,chapter4_visualization,/description,Displays data density or correlation matrices,Interactive multi-panel displays for comprehensive analysis,"approved,rejected,pending"
chapter4_visualization,ADD,chapter4_visualization,/example[@type='dashboard'],,"<example type=""dashboard"">
        <description>Interactive multi-panel displays for comprehensive analysis</description>
        <best_practice>Maintain consistent styling and logical layout</best_practice>
      </example>","approved,rejected,pending"
chapter4_visualization,MODIFY,chapter4_visualization,/title,Data Visualization and Reporting,Data Visualization and Interactive Reporting,"approved,rejected,pending"
appendix_b_datasets,MODIFY,appendix_b_datasets,/,"Sample Datasets and Resources  Data Team  1.0  116-125  Practice datasets are essential for learning and testing data science techniques. This section lists publicly available datasets suitable for various types of analysis.  Yahoo Finance, Alpha Vantage  Historical stock prices and trading volumes  Time series analysis, financial modeling  Kaggle, UCI ML Repository  Transaction records and customer information  Customer segmentation, sales forecasting  US Census Bureau, Statistics Canada  Demographic and socioeconomic information  Population analysis, market research  Always respect data licensing agreements and privacy regulations when using public datasets in your projects.  Arial  12  1.5","Sample Datasets and Resources  Data Team  1.1  116-125  Practice datasets are essential for learning and testing data science techniques. This section lists publicly available datasets suitable for various types of analysis and experimentation.  Yahoo Finance, Alpha Vantage, Quandl  Historical stock prices, trading volumes, and market indicators  Time series analysis, financial modeling, portfolio optimization  Kaggle, UCI ML Repository  Transaction records and customer information  Customer segmentation, sales forecasting, churn prediction  US Census Bureau, Statistics Canada, Eurostat  Demographic and socioeconomic information  Population analysis, market research, policy development  World Values Survey, Pew Research  Public opinion and social attitudes data  Social science research, trend analysis  Always respect data licensing agreements and privacy regulations when using public datasets in your projects. Consider data ethics and bias implications.  Arial  12  1.5","approved,rejected,pending"
appendix_b_datasets,MODIFY,appendix_b_datasets,/content,"Practice datasets are essential for learning and testing data science techniques. This section lists publicly available datasets suitable for various types of analysis.  Yahoo Finance, Alpha Vantage  Historical stock prices and trading volumes  Time series analysis, financial modeling  Kaggle, UCI ML Repository  Transaction records and customer information  Customer segmentation, sales forecasting  US Census Bureau, Statistics Canada  Demographic and socioeconomic information  Population analysis, market research  Always respect data licensing agreements and privacy regulations when using public datasets in your projects.","Practice datasets are essential for learning and testing data science techniques. This section lists publicly available datasets suitable for various types of analysis and experimentation.  Yahoo Finance, Alpha Vantage, Quandl  Historical stock prices, trading volumes, and market indicators  Time series analysis, financial modeling, portfolio optimization  Kaggle, UCI ML Repository  Transaction records and customer information  Customer segmentation, sales forecasting, churn prediction  US Census Bureau, Statistics Canada, Eurostat  Demographic and socioeconomic information  Population analysis, market research, policy development  World Values Survey, Pew Research  Public opinion and social attitudes data  Social science research, trend analysis  Always respect data licensing agreements and privacy regulations when using public datasets in your projects. Consider data ethics and bias implications.","approved,rejected,pending"
appendix_b_datasets,MODIFY,appendix_b_datasets,/category[@name='Business and Finance'],"Yahoo Finance, Alpha Vantage  Historical stock prices and trading volumes  Time series analysis, financial modeling  Kaggle, UCI ML Repository  Transaction records and customer information  Customer segmentation, sales forecasting","Yahoo Finance, Alpha Vantage, Quandl  Historical stock prices, trading volumes, and market indicators  Time series analysis, financial modeling, portfolio optimization  Kaggle, UCI ML Repository  Transaction records and customer information  Customer segmentation, sales forecasting, churn prediction","approved,rejected,pending"
appendix_b_datasets,MODIFY,appendix_b_datasets,/metadata,Sample Datasets and Resources  Data Team  1.0  116-125,Sample Datasets and Resources  Data Team  1.1  116-125,"approved,rejected,pending"
appendix_b_datasets,MODIFY,appendix_b_datasets,/version,1.0,1.1,"approved,rejected,pending"
appendix_b_datasets,MODIFY,appendix_b_datasets,/paragraph[@id='p1'],Practice datasets are essential for learning and testing data science techniques. This section lists publicly available datasets suitable for various types of analysis.,Practice datasets are essential for learning and testing data science techniques. This section lists publicly available datasets suitable for various types of analysis and experimentation.,"approved,rejected,pending"
appendix_b_datasets,MODIFY,appendix_b_datasets,/use_case,"Population analysis, market research","Social science research, trend analysis","approved,rejected,pending"
appendix_b_datasets,MODIFY,appendix_b_datasets,/category[@name='Social and Behavioral'],"US Census Bureau, Statistics Canada  Demographic and socioeconomic information  Population analysis, market research","US Census Bureau, Statistics Canada, Eurostat  Demographic and socioeconomic information  Population analysis, market research, policy development  World Values Survey, Pew Research  Public opinion and social attitudes data  Social science research, trend analysis","approved,rejected,pending"
appendix_b_datasets,MODIFY,appendix_b_datasets,/dataset[@name='Census Data'],"US Census Bureau, Statistics Canada  Demographic and socioeconomic information  Population analysis, market research","US Census Bureau, Statistics Canada, Eurostat  Demographic and socioeconomic information  Population analysis, market research, policy development","approved,rejected,pending"
appendix_b_datasets,MODIFY,appendix_b_datasets,/,"Sample Datasets and Resources  Data Team  1.0  116-125  Practice datasets are essential for learning and testing data science techniques. This section lists publicly available datasets suitable for various types of analysis.  Yahoo Finance, Alpha Vantage  Historical stock prices and trading volumes  Time series analysis, financial modeling  Kaggle, UCI ML Repository  Transaction records and customer information  Customer segmentation, sales forecasting  US Census Bureau, Statistics Canada  Demographic and socioeconomic information  Population analysis, market research  Always respect data licensing agreements and privacy regulations when using public datasets in your projects.  Arial  12  1.5","Sample Datasets and Resources  Data Team  1.1  116-125  Practice datasets are essential for learning and testing data science techniques. This section lists publicly available datasets suitable for various types of analysis and experimentation.  Yahoo Finance, Alpha Vantage, Quandl  Historical stock prices, trading volumes, and market indicators  Time series analysis, financial modeling, portfolio optimization  Kaggle, UCI ML Repository  Transaction records and customer information  Customer segmentation, sales forecasting, churn prediction  US Census Bureau, Statistics Canada, Eurostat  Demographic and socioeconomic information  Population analysis, market research, policy development  World Values Survey, Pew Research  Public opinion and social attitudes data  Social science research, trend analysis  Always respect data licensing agreements and privacy regulations when using public datasets in your projects. Consider data ethics and bias implications.  Arial  12  1.5","approved,rejected,pending"
appendix_b_datasets,MODIFY,appendix_b_datasets,/source,"US Census Bureau, Statistics Canada","World Values Survey, Pew Research","approved,rejected,pending"
appendix_b_datasets,ADD,appendix_b_datasets,/dataset[@name='Survey Data'],,"<dataset name=""Survey Data"">
          <source>World Values Survey, Pew Research</source>
          <description>Public opinion and social attitudes data</description>
          <use_case>Social science research, trend analysis</use_case>
        </dataset>","approved,rejected,pending"
appendix_b_datasets,MODIFY,appendix_b_datasets,/dataset_categories,"Yahoo Finance, Alpha Vantage  Historical stock prices and trading volumes  Time series analysis, financial modeling  Kaggle, UCI ML Repository  Transaction records and customer information  Customer segmentation, sales forecasting  US Census Bureau, Statistics Canada  Demographic and socioeconomic information  Population analysis, market research","Yahoo Finance, Alpha Vantage, Quandl  Historical stock prices, trading volumes, and market indicators  Time series analysis, financial modeling, portfolio optimization  Kaggle, UCI ML Repository  Transaction records and customer information  Customer segmentation, sales forecasting, churn prediction  US Census Bureau, Statistics Canada, Eurostat  Demographic and socioeconomic information  Population analysis, market research, policy development  World Values Survey, Pew Research  Public opinion and social attitudes data  Social science research, trend analysis","approved,rejected,pending"
appendix_b_datasets,MODIFY,appendix_b_datasets,/paragraph[@id='p2'],Always respect data licensing agreements and privacy regulations when using public datasets in your projects.,Always respect data licensing agreements and privacy regulations when using public datasets in your projects. Consider data ethics and bias implications.,"approved,rejected,pending"
appendix_b_datasets,MODIFY,appendix_b_datasets,/description,Demographic and socioeconomic information,Public opinion and social attitudes data,"approved,rejected,pending"
appendix_b_datasets,MODIFY,appendix_b_datasets,/dataset[@name='Sales Data'],"Kaggle, UCI ML Repository  Transaction records and customer information  Customer segmentation, sales forecasting","Kaggle, UCI ML Repository  Transaction records and customer information  Customer segmentation, sales forecasting, churn prediction","approved,rejected,pending"
appendix_b_datasets,MODIFY,appendix_b_datasets,/dataset[@name='Stock Market Data'],"Yahoo Finance, Alpha Vantage  Historical stock prices and trading volumes  Time series analysis, financial modeling","Yahoo Finance, Alpha Vantage, Quandl  Historical stock prices, trading volumes, and market indicators  Time series analysis, financial modeling, portfolio optimization","approved,rejected,pending"
appendix_b_datasets,MODIFY,appendix_b_datasets,/text,Always respect data licensing agreements and privacy regulations when using public datasets in your projects.,Always respect data licensing agreements and privacy regulations when using public datasets in your projects. Consider data ethics and bias implications.,"approved,rejected,pending"
bibliography,MODIFY,bibliography,/,"Bibliography and References  Research Team  1.0  141-150  This bibliography lists all sources referenced throughout the document, organized by category and following standard academic citation formats.  James, G., Witten, D., Hastie, T., Tibshirani, R.  An Introduction to Statistical Learning  Springer  2021  978-1-0716-1417-4  McKinney, W.  Python for Data Analysis  O'Reilly Media  2022  978-1-4919-5766-0  Chen, T., Guestrin, C.  XGBoost: A Scalable Tree Boosting System  Proceedings of the 22nd ACM SIGKDD International Conference  2016  785-794  Scikit-learn: Machine Learning in Python  https://scikit-learn.org/  2024-01-15  Arial  12  1.5","Bibliography and References  Research Team  1.1  141-150  This bibliography lists all sources referenced throughout the document, organized by category and following standard academic citation formats.  James, G., Witten, D., Hastie, T., Tibshirani, R.  An Introduction to Statistical Learning with Applications in Python  Springer  2023  978-1-0716-1417-4  McKinney, W.  Python for Data Analysis: Data Wrangling with pandas and NumPy  O'Reilly Media  2022  978-1-4919-5766-0  Géron, A.  Hands-On Machine Learning with Scikit-Learn and TensorFlow  O'Reilly Media  2022  978-1-492-03264-9  Chen, T., Guestrin, C.  XGBoost: A Scalable Tree Boosting System  Proceedings of the 22nd ACM SIGKDD International Conference  2016  785-794  Scikit-learn: Machine Learning in Python  https://scikit-learn.org/  2024-01-15  Arial  12  1.5","approved,rejected,pending"
bibliography,MODIFY,bibliography,/reference[@id='ref1'],"James, G., Witten, D., Hastie, T., Tibshirani, R.  An Introduction to Statistical Learning  Springer  2021  978-1-0716-1417-4","James, G., Witten, D., Hastie, T., Tibshirani, R.  An Introduction to Statistical Learning with Applications in Python  Springer  2023  978-1-0716-1417-4","approved,rejected,pending"
bibliography,MODIFY,bibliography,/content,"This bibliography lists all sources referenced throughout the document, organized by category and following standard academic citation formats.  James, G., Witten, D., Hastie, T., Tibshirani, R.  An Introduction to Statistical Learning  Springer  2021  978-1-0716-1417-4  McKinney, W.  Python for Data Analysis  O'Reilly Media  2022  978-1-4919-5766-0  Chen, T., Guestrin, C.  XGBoost: A Scalable Tree Boosting System  Proceedings of the 22nd ACM SIGKDD International Conference  2016  785-794  Scikit-learn: Machine Learning in Python  https://scikit-learn.org/  2024-01-15","This bibliography lists all sources referenced throughout the document, organized by category and following standard academic citation formats.  James, G., Witten, D., Hastie, T., Tibshirani, R.  An Introduction to Statistical Learning with Applications in Python  Springer  2023  978-1-0716-1417-4  McKinney, W.  Python for Data Analysis: Data Wrangling with pandas and NumPy  O'Reilly Media  2022  978-1-4919-5766-0  Géron, A.  Hands-On Machine Learning with Scikit-Learn and TensorFlow  O'Reilly Media  2022  978-1-492-03264-9  Chen, T., Guestrin, C.  XGBoost: A Scalable Tree Boosting System  Proceedings of the 22nd ACM SIGKDD International Conference  2016  785-794  Scikit-learn: Machine Learning in Python  https://scikit-learn.org/  2024-01-15","approved,rejected,pending"
bibliography,MODIFY,bibliography,/metadata,Bibliography and References  Research Team  1.0  141-150,Bibliography and References  Research Team  1.1  141-150,"approved,rejected,pending"
bibliography,MODIFY,bibliography,/reference[@id='ref2'],"McKinney, W.  Python for Data Analysis  O'Reilly Media  2022  978-1-4919-5766-0","McKinney, W.  Python for Data Analysis: Data Wrangling with pandas and NumPy  O'Reilly Media  2022  978-1-4919-5766-0","approved,rejected,pending"
bibliography,MODIFY,bibliography,/version,1.0,1.1,"approved,rejected,pending"
bibliography,MODIFY,bibliography,/reference_categories,"James, G., Witten, D., Hastie, T., Tibshirani, R.  An Introduction to Statistical Learning  Springer  2021  978-1-0716-1417-4  McKinney, W.  Python for Data Analysis  O'Reilly Media  2022  978-1-4919-5766-0  Chen, T., Guestrin, C.  XGBoost: A Scalable Tree Boosting System  Proceedings of the 22nd ACM SIGKDD International Conference  2016  785-794  Scikit-learn: Machine Learning in Python  https://scikit-learn.org/  2024-01-15","James, G., Witten, D., Hastie, T., Tibshirani, R.  An Introduction to Statistical Learning with Applications in Python  Springer  2023  978-1-0716-1417-4  McKinney, W.  Python for Data Analysis: Data Wrangling with pandas and NumPy  O'Reilly Media  2022  978-1-4919-5766-0  Géron, A.  Hands-On Machine Learning with Scikit-Learn and TensorFlow  O'Reilly Media  2022  978-1-492-03264-9  Chen, T., Guestrin, C.  XGBoost: A Scalable Tree Boosting System  Proceedings of the 22nd ACM SIGKDD International Conference  2016  785-794  Scikit-learn: Machine Learning in Python  https://scikit-learn.org/  2024-01-15","approved,rejected,pending"
bibliography,MODIFY,bibliography,/,"Bibliography and References  Research Team  1.0  141-150  This bibliography lists all sources referenced throughout the document, organized by category and following standard academic citation formats.  James, G., Witten, D., Hastie, T., Tibshirani, R.  An Introduction to Statistical Learning  Springer  2021  978-1-0716-1417-4  McKinney, W.  Python for Data Analysis  O'Reilly Media  2022  978-1-4919-5766-0  Chen, T., Guestrin, C.  XGBoost: A Scalable Tree Boosting System  Proceedings of the 22nd ACM SIGKDD International Conference  2016  785-794  Scikit-learn: Machine Learning in Python  https://scikit-learn.org/  2024-01-15  Arial  12  1.5","Bibliography and References  Research Team  1.1  141-150  This bibliography lists all sources referenced throughout the document, organized by category and following standard academic citation formats.  James, G., Witten, D., Hastie, T., Tibshirani, R.  An Introduction to Statistical Learning with Applications in Python  Springer  2023  978-1-0716-1417-4  McKinney, W.  Python for Data Analysis: Data Wrangling with pandas and NumPy  O'Reilly Media  2022  978-1-4919-5766-0  Géron, A.  Hands-On Machine Learning with Scikit-Learn and TensorFlow  O'Reilly Media  2022  978-1-492-03264-9  Chen, T., Guestrin, C.  XGBoost: A Scalable Tree Boosting System  Proceedings of the 22nd ACM SIGKDD International Conference  2016  785-794  Scikit-learn: Machine Learning in Python  https://scikit-learn.org/  2024-01-15  Arial  12  1.5","approved,rejected,pending"
bibliography,MODIFY,bibliography,/category[@name='Books'],"James, G., Witten, D., Hastie, T., Tibshirani, R.  An Introduction to Statistical Learning  Springer  2021  978-1-0716-1417-4  McKinney, W.  Python for Data Analysis  O'Reilly Media  2022  978-1-4919-5766-0","James, G., Witten, D., Hastie, T., Tibshirani, R.  An Introduction to Statistical Learning with Applications in Python  Springer  2023  978-1-0716-1417-4  McKinney, W.  Python for Data Analysis: Data Wrangling with pandas and NumPy  O'Reilly Media  2022  978-1-4919-5766-0  Géron, A.  Hands-On Machine Learning with Scikit-Learn and TensorFlow  O'Reilly Media  2022  978-1-492-03264-9","approved,rejected,pending"
bibliography,ADD,bibliography,/reference[@id='ref5'],,"<reference id=""ref5"">
          <authors>Géron, A.</authors>
          <title>Hands-On Machine Learning with Scikit-Learn and TensorFlow</title>
          <publisher>O'Reilly Media</publisher>
          <year>2022</year>
          <isbn>978-1-492-03264-9</isbn>
        </reference>","approved,rejected,pending"
bibliography,MODIFY,bibliography,/isbn,978-1-4919-5766-0,978-1-492-03264-9,"approved,rejected,pending"
chapter3_analysis,MODIFY,chapter3_analysis,/,"Statistical Analysis Techniques  Analytics Team  1.0  36-58  Statistical analysis provides the mathematical foundation for extracting meaningful insights from data. This section covers both descriptive and inferential statistics commonly used in business analytics.  Descriptive statistics summarize and describe the main features of a dataset. Key measures include central tendency (mean, median, mode) and variability (standard deviation, variance, range).  μ = Σx/n  Population mean calculation  Inferential statistics allow us to make predictions and generalizations about populations based on sample data. Common techniques include hypothesis testing, confidence intervals, and regression analysis.  Always check assumptions before applying statistical tests. Violations can lead to invalid conclusions.  Arial  12  1.5","Statistical Analysis Techniques  Analytics Team  1.1  36-58  Statistical analysis provides the mathematical foundation for extracting meaningful insights from data. This section covers both descriptive and inferential statistics commonly used in modern business analytics.  Descriptive statistics summarize and describe the main features of a dataset. Key measures include central tendency (mean, median, mode) and variability (standard deviation, variance, range, interquartile range).  μ = Σx/n  Population mean calculation  Inferential statistics allow us to make predictions and generalizations about populations based on sample data. Common techniques include hypothesis testing, confidence intervals, and regression analysis.  Always verify statistical assumptions before applying tests. Violations can lead to invalid conclusions and flawed decision-making.  Arial  12  1.5","approved,rejected,pending"
chapter3_analysis,MODIFY,chapter3_analysis,/content,"Statistical analysis provides the mathematical foundation for extracting meaningful insights from data. This section covers both descriptive and inferential statistics commonly used in business analytics.  Descriptive statistics summarize and describe the main features of a dataset. Key measures include central tendency (mean, median, mode) and variability (standard deviation, variance, range).  μ = Σx/n  Population mean calculation  Inferential statistics allow us to make predictions and generalizations about populations based on sample data. Common techniques include hypothesis testing, confidence intervals, and regression analysis.  Always check assumptions before applying statistical tests. Violations can lead to invalid conclusions.","Statistical analysis provides the mathematical foundation for extracting meaningful insights from data. This section covers both descriptive and inferential statistics commonly used in modern business analytics.  Descriptive statistics summarize and describe the main features of a dataset. Key measures include central tendency (mean, median, mode) and variability (standard deviation, variance, range, interquartile range).  μ = Σx/n  Population mean calculation  Inferential statistics allow us to make predictions and generalizations about populations based on sample data. Common techniques include hypothesis testing, confidence intervals, and regression analysis.  Always verify statistical assumptions before applying tests. Violations can lead to invalid conclusions and flawed decision-making.","approved,rejected,pending"
chapter3_analysis,MODIFY,chapter3_analysis,/metadata,Statistical Analysis Techniques  Analytics Team  1.0  36-58,Statistical Analysis Techniques  Analytics Team  1.1  36-58,"approved,rejected,pending"
chapter3_analysis,MODIFY,chapter3_analysis,/version,1.0,1.1,"approved,rejected,pending"
chapter3_analysis,MODIFY,chapter3_analysis,/paragraph[@id='p1'],Statistical analysis provides the mathematical foundation for extracting meaningful insights from data. This section covers both descriptive and inferential statistics commonly used in business analytics.,Statistical analysis provides the mathematical foundation for extracting meaningful insights from data. This section covers both descriptive and inferential statistics commonly used in modern business analytics.,"approved,rejected,pending"
chapter3_analysis,MODIFY,chapter3_analysis,/note[@type='important'],Always check assumptions before applying statistical tests. Violations can lead to invalid conclusions.,Always verify statistical assumptions before applying tests. Violations can lead to invalid conclusions and flawed decision-making.,"approved,rejected,pending"
chapter3_analysis,MODIFY,chapter3_analysis,/,"Statistical Analysis Techniques  Analytics Team  1.0  36-58  Statistical analysis provides the mathematical foundation for extracting meaningful insights from data. This section covers both descriptive and inferential statistics commonly used in business analytics.  Descriptive statistics summarize and describe the main features of a dataset. Key measures include central tendency (mean, median, mode) and variability (standard deviation, variance, range).  μ = Σx/n  Population mean calculation  Inferential statistics allow us to make predictions and generalizations about populations based on sample data. Common techniques include hypothesis testing, confidence intervals, and regression analysis.  Always check assumptions before applying statistical tests. Violations can lead to invalid conclusions.  Arial  12  1.5","Statistical Analysis Techniques  Analytics Team  1.1  36-58  Statistical analysis provides the mathematical foundation for extracting meaningful insights from data. This section covers both descriptive and inferential statistics commonly used in modern business analytics.  Descriptive statistics summarize and describe the main features of a dataset. Key measures include central tendency (mean, median, mode) and variability (standard deviation, variance, range, interquartile range).  μ = Σx/n  Population mean calculation  Inferential statistics allow us to make predictions and generalizations about populations based on sample data. Common techniques include hypothesis testing, confidence intervals, and regression analysis.  Always verify statistical assumptions before applying tests. Violations can lead to invalid conclusions and flawed decision-making.  Arial  12  1.5","approved,rejected,pending"
chapter3_analysis,MODIFY,chapter3_analysis,/paragraph[@id='p2'],"Descriptive statistics summarize and describe the main features of a dataset. Key measures include central tendency (mean, median, mode) and variability (standard deviation, variance, range).","Descriptive statistics summarize and describe the main features of a dataset. Key measures include central tendency (mean, median, mode) and variability (standard deviation, variance, range, interquartile range).","approved,rejected,pending"
chapter3_analysis,MODIFY,chapter3_analysis,/text,Always check assumptions before applying statistical tests. Violations can lead to invalid conclusions.,Always verify statistical assumptions before applying tests. Violations can lead to invalid conclusions and flawed decision-making.,"approved,rejected,pending"
appendix_a_tools,MODIFY,appendix_a_tools,/,"Software Tools and Platforms  Technology Team  1.0  106-115  This appendix provides a comprehensive overview of popular software tools and platforms used in data science and analytics workflows.  General-purpose language with extensive data science libraries  pandas, numpy, scikit-learn, matplotlib  Statistical computing language  ggplot2, dplyr, caret, shiny  Database query language  PostgreSQL, MySQL, SQLite, BigQuery  Business intelligence and data visualization platform  Microsoft business analytics solution  Arial  12  1.5","Software Tools and Platforms  Technology Team  1.1  106-115  This appendix provides a comprehensive overview of popular software tools and platforms used in data science and analytics workflows.  General-purpose language with extensive data science libraries  pandas, numpy, scikit-learn, matplotlib, seaborn, plotly  Statistical computing language  ggplot2, dplyr, caret, shiny, tidyverse  Database query language  PostgreSQL, MySQL, SQLite, BigQuery, Snowflake  High-performance numerical computing language  DataFrames.jl, MLJ.jl, Plots.jl  Business intelligence and data visualization platform  Microsoft business analytics solution  Cloud-based business intelligence platform  Arial  12  1.5","approved,rejected,pending"
appendix_a_tools,ADD,appendix_a_tools,/tool[@name='Julia'],,"<tool name=""Julia"">
          <description>High-performance numerical computing language</description>
          <libraries>DataFrames.jl, MLJ.jl, Plots.jl</libraries>
        </tool>","approved,rejected,pending"
appendix_a_tools,MODIFY,appendix_a_tools,/tool[@name='SQL'],"Database query language  PostgreSQL, MySQL, SQLite, BigQuery","Database query language  PostgreSQL, MySQL, SQLite, BigQuery, Snowflake","approved,rejected,pending"
appendix_a_tools,MODIFY,appendix_a_tools,/category[@name='Visualization Tools'],Business intelligence and data visualization platform  Microsoft business analytics solution,Business intelligence and data visualization platform  Microsoft business analytics solution  Cloud-based business intelligence platform,"approved,rejected,pending"
appendix_a_tools,MODIFY,appendix_a_tools,/content,"This appendix provides a comprehensive overview of popular software tools and platforms used in data science and analytics workflows.  General-purpose language with extensive data science libraries  pandas, numpy, scikit-learn, matplotlib  Statistical computing language  ggplot2, dplyr, caret, shiny  Database query language  PostgreSQL, MySQL, SQLite, BigQuery  Business intelligence and data visualization platform  Microsoft business analytics solution","This appendix provides a comprehensive overview of popular software tools and platforms used in data science and analytics workflows.  General-purpose language with extensive data science libraries  pandas, numpy, scikit-learn, matplotlib, seaborn, plotly  Statistical computing language  ggplot2, dplyr, caret, shiny, tidyverse  Database query language  PostgreSQL, MySQL, SQLite, BigQuery, Snowflake  High-performance numerical computing language  DataFrames.jl, MLJ.jl, Plots.jl  Business intelligence and data visualization platform  Microsoft business analytics solution  Cloud-based business intelligence platform","approved,rejected,pending"
appendix_a_tools,MODIFY,appendix_a_tools,/metadata,Software Tools and Platforms  Technology Team  1.0  106-115,Software Tools and Platforms  Technology Team  1.1  106-115,"approved,rejected,pending"
appendix_a_tools,MODIFY,appendix_a_tools,/tool[@name='Python'],"General-purpose language with extensive data science libraries  pandas, numpy, scikit-learn, matplotlib","General-purpose language with extensive data science libraries  pandas, numpy, scikit-learn, matplotlib, seaborn, plotly","approved,rejected,pending"
appendix_a_tools,MODIFY,appendix_a_tools,/version,1.0,1.1,"approved,rejected,pending"
appendix_a_tools,MODIFY,appendix_a_tools,/libraries,"ggplot2, dplyr, caret, shiny","DataFrames.jl, MLJ.jl, Plots.jl","approved,rejected,pending"
appendix_a_tools,MODIFY,appendix_a_tools,/,"Software Tools and Platforms  Technology Team  1.0  106-115  This appendix provides a comprehensive overview of popular software tools and platforms used in data science and analytics workflows.  General-purpose language with extensive data science libraries  pandas, numpy, scikit-learn, matplotlib  Statistical computing language  ggplot2, dplyr, caret, shiny  Database query language  PostgreSQL, MySQL, SQLite, BigQuery  Business intelligence and data visualization platform  Microsoft business analytics solution  Arial  12  1.5","Software Tools and Platforms  Technology Team  1.1  106-115  This appendix provides a comprehensive overview of popular software tools and platforms used in data science and analytics workflows.  General-purpose language with extensive data science libraries  pandas, numpy, scikit-learn, matplotlib, seaborn, plotly  Statistical computing language  ggplot2, dplyr, caret, shiny, tidyverse  Database query language  PostgreSQL, MySQL, SQLite, BigQuery, Snowflake  High-performance numerical computing language  DataFrames.jl, MLJ.jl, Plots.jl  Business intelligence and data visualization platform  Microsoft business analytics solution  Cloud-based business intelligence platform  Arial  12  1.5","approved,rejected,pending"
appendix_a_tools,MODIFY,appendix_a_tools,/tool[@name='R'],"Statistical computing language  ggplot2, dplyr, caret, shiny","Statistical computing language  ggplot2, dplyr, caret, shiny, tidyverse","approved,rejected,pending"
appendix_a_tools,ADD,appendix_a_tools,/tool[@name='Looker'],,"<tool name=""Looker"">
          <description>Cloud-based business intelligence platform</description>
        </tool>","approved,rejected,pending"
appendix_a_tools,MODIFY,appendix_a_tools,/tool_categories,"General-purpose language with extensive data science libraries  pandas, numpy, scikit-learn, matplotlib  Statistical computing language  ggplot2, dplyr, caret, shiny  Database query language  PostgreSQL, MySQL, SQLite, BigQuery  Business intelligence and data visualization platform  Microsoft business analytics solution","General-purpose language with extensive data science libraries  pandas, numpy, scikit-learn, matplotlib, seaborn, plotly  Statistical computing language  ggplot2, dplyr, caret, shiny, tidyverse  Database query language  PostgreSQL, MySQL, SQLite, BigQuery, Snowflake  High-performance numerical computing language  DataFrames.jl, MLJ.jl, Plots.jl  Business intelligence and data visualization platform  Microsoft business analytics solution  Cloud-based business intelligence platform","approved,rejected,pending"
appendix_a_tools,MODIFY,appendix_a_tools,/description,Microsoft business analytics solution,Cloud-based business intelligence platform,"approved,rejected,pending"
appendix_a_tools,MODIFY,appendix_a_tools,/category[@name='Programming Languages'],"General-purpose language with extensive data science libraries  pandas, numpy, scikit-learn, matplotlib  Statistical computing language  ggplot2, dplyr, caret, shiny  Database query language  PostgreSQL, MySQL, SQLite, BigQuery","General-purpose language with extensive data science libraries  pandas, numpy, scikit-learn, matplotlib, seaborn, plotly  Statistical computing language  ggplot2, dplyr, caret, shiny, tidyverse  Database query language  PostgreSQL, MySQL, SQLite, BigQuery, Snowflake  High-performance numerical computing language  DataFrames.jl, MLJ.jl, Plots.jl","approved,rejected,pending"
appendix_a_tools,MODIFY,appendix_a_tools,/variants,"PostgreSQL, MySQL, SQLite, BigQuery","PostgreSQL, MySQL, SQLite, BigQuery, Snowflake","approved,rejected,pending"
